Date,AAPL,AMZN,AVGO,BRK-B,GOOG,INTC,JPM,LLY,MA,META,MSFT,NFLX,NVDA,ORCL,TSLA,XOM,^GSPC,SMB,HML,MOM
2020-01-03,-0.009721945255710907,-0.012139034655920922,-0.025435226799360833,-0.009676460089203642,-0.004907480542768794,-0.012163195054314513,-0.013196433037787947,-0.003328402481393433,-0.00975695369564189,-0.005291311973119273,-0.012452112540884297,-0.01185532182484772,-0.01600580821426001,-0.003521903321223596,0.02963325829792085,-0.0080395982082484,-0.007159870562045379,0.0013412538089187659,0.001458284480633276,-0.0033612891509399168
2020-01-06,0.007968171920401446,0.01488557393050649,-0.0014957737946037497,0.0035812752834594175,0.02465728429787828,-0.002828621853841806,-0.0007951689316932908,0.0037185988045274065,0.002662860958650981,0.018833680312145606,0.002584886850903745,0.030469447259134697,0.004193381318130296,0.005208476466057821,0.01925463704513497,0.007678075119632144,0.0034333728907271935,0.0017454020779320706,-0.0008450353113294458,-0.0028825783145158823
2020-01-07,-0.004703089673022798,0.0020916204156393725,-0.003442513182746132,-0.004713896199500134,-0.0006239123957354487,-0.016686057507776964,-0.017000571646810014,0.0018903025208429902,-0.0033860104278433667,0.002163625896437704,-0.00911763385731268,-0.015126661630534555,0.01210689639650675,0.002220319010962646,0.03880052465815398,-0.008184005068763156,-0.0029032386528962226,0.010018948474067452,0.01367246329438776,0.004195545940351563
2020-01-08,0.016086434040041286,-0.007808640261289357,-0.012474531318577564,0.00030987661466963523,0.007880295457327158,0.0006788886187489851,0.007800997414369348,0.009056098061082318,0.017644786000747592,0.010138029417154248,0.015928152453413835,0.025729432397959107,0.0018755988502074938,0.003894681241644493,0.04920482578812169,-0.015080201602951648,0.0048024513689781554,0.004526271136646651,-0.00822920409634309,0.010925570474306446
2020-01-09,0.021240778101270674,0.0047991747864684076,-0.008032751977279262,0.011770380718897577,0.011044439331835187,0.005595949643053322,0.003651355750349694,0.016528075307045142,0.013110083270388984,0.01431092633597375,0.012493141472239788,-0.01061134822817067,0.010982435530930923,0.004618745315102535,-0.021945011900097344,0.0076555119231167534,0.006555262605488987,-0.008001226295594743,-0.007712893995537096,0.010780980039077903
2020-01-10,0.002260666775289133,-0.009410596802031268,-0.022987068996972115,-0.008878193017647362,0.0069728105725384015,-0.006070853485644956,-0.009968121639420624,0.015303159587614079,0.0066968615204883175,-0.0010993853653746832,-0.004626935225182982,-0.01969259309129534,0.005349423568649314,0.0012871688677325022,-0.006627297633174267,-0.00888771235985053,-0.002955178689662563,-0.002514242875556863,-0.008304278908106455,0.01083251153539222
2020-01-13,0.021364169536684408,0.004322578245699482,0.006550509145916372,0.008075200205120314,0.006644498637735419,0.011028105887484818,0.008304431486501063,0.006811634037377834,0.01298330307191553,0.017655712203892948,0.012024211872375679,0.029995520440425194,0.03135233010257621,0.002387644393019084,0.09768895885093332,0.009546113375868304,0.0068762152525698615,0.013603143338300316,0.016757452547026472,0.00821053402546248
2020-01-14,-0.013503075576519863,-0.011558211718052602,0.023242026953436357,-0.005602971312741456,-0.005801753410268784,-0.0026848249224905585,0.011661741244077817,0.012307439511299867,-0.014498010184877397,-0.012843166488976432,-0.007043123844942656,-0.0006786586132870864,-0.01865233400887034,0.0054963861858632335,0.024882822120200876,-0.00859607468327983,-0.001614532772802224,0.005344499280455661,0.003345459795983374,-0.00912003599253779
2020-01-15,-0.004285577751325986,-0.003969126548924895,-0.01635426194721601,0.005194382814990961,0.005814673234926904,-0.008245125161708722,-0.0149853196299361,0.003270501709424334,0.01162117089440895,0.009540763458716794,0.00647611094978906,0.00112198435168831,-0.006915352111126594,-0.0021866119224744907,-0.03610201351305786,-0.001589687256812189,0.0017701968845122873,-0.0040839925338735095,-0.01568990545763411,-0.005555320593956026
2020-01-16,0.012526503797867239,0.00854991102959346,0.012898463615602207,0.006043308899224886,0.008685251181302922,0.012215794341402297,0.0038765339761337447,0.002267856351146902,0.01925197435250081,0.002803571054184051,0.018323661897399646,-0.0013271955564060356,0.013682522081349235,0.012235255200583106,-0.009662477636014799,-0.003907975172182998,0.008266553026468271,-0.0018817791424616676,-0.003847964851093888,0.006505776018457942
2020-01-17,0.011071016281996915,-0.00703966144232826,0.005666832372369868,0.002045885297715211,0.019763160827316772,-0.00100554645273776,0.006921775490679183,-0.013080842270941972,0.010490480497624244,0.001668550841925187,0.005596604486569845,0.0031008750980092703,0.0014061337785717942,-0.0054122510754688324,-0.005822894156913949,-0.0037782497514491364,0.003762162248501333,-0.004757281434340746,-0.0008877141772755781,0.008263237552041947
2020-01-21,-0.006776978946338663,0.014629525206926841,-0.0023314827420473083,-0.006820122008006302,0.0027086087993670738,0.015939427114912252,-0.009840877635103329,0.009528614649560119,-0.005345441629777792,-0.0031512259474965054,-0.003590567761647123,-0.004592775383464254,-0.005375553256149579,0.0016325033659765342,0.07189030619278935,-0.014293973303933893,-0.0027519776473655774,0.011119519418011842,0.014872068030573105,-0.0029589850837817176
2020-01-22,0.003569524754565956,-0.0023995494624704516,0.015905282707268986,0.0039801792585656415,0.0010442925994016417,0.03600341482991243,-0.0011695490529476382,0.0046129327624573335,0.007393141797888525,-0.0005418980589635414,-0.00480515689472627,-0.03581670425666572,0.008752205687651005,-0.009054773052177834,0.04086264444061727,-0.005770809819381828,0.00018907607111805512,0.003001885953703709,0.020954264454971283,0.020966803423625335
2020-01-23,0.004815853008946158,-0.0015259112256781338,0.02134402146450043,-0.0006969957654432424,0.0004710439775796882,0.009405408766693935,-0.0010240628594494483,-0.0024724814812630003,0.002065777328176477,-0.0070486330708877665,0.006155655370424062,0.07239265675925033,0.010995236370351824,0.004751575453842971,0.004635122144013071,-0.0062510763999297225,0.0010409766124783615,0.011932707668335985,-0.009628342088537379,-0.008000520920026122
2020-01-24,-0.0028817191872959613,-0.012172426638861644,0.013608674140916266,-0.01098615493424715,-0.01341264558569566,0.08133299949473449,-0.02482786388223157,-0.01515465012760131,-0.004031280689630101,-0.008281780481154355,-0.010076680834678942,0.0101830592003469,-0.009412582597617014,-0.016551565207522545,-0.012897603180825445,-0.006739455752075352,-0.009142160974207402,-0.004928031673949951,0.0007542048896902022,-0.0006066646315375348
